time,Ax,Ay,Az,A_mag,label_name
2025-12-02T09:31:29.427590,-0.42603832483291626,-0.3948867917060852,-0.07664709538221359,0.5859343049531174,run
2025-12-02T09:31:29.939457,0.29602643847465515,-0.46074146032333374,-0.09544732421636581,0.5558997546652912,run
2025-12-02T09:31:30.451292,0.05527766793966293,-1.562902569770813,2.2900192737579346,2.7730683975250012,run
2025-12-02T09:31:30.963096,-0.10120261460542679,-0.479798287153244,0.027781439945101738,0.4911417045655812,run
2025-12-02T09:31:31.474921,0.35736528038978577,-0.3601502776145935,-0.06965725868940353,0.5121233247783794,run
2025-12-02T09:31:31.986730,0.6984866857528687,-0.5024735331535339,0.11673079431056976,0.8683256186674436,run
2025-12-02T09:31:32.498564,0.252386212348938,-0.6737439036369324,0.24662120640277863,0.7605601010566734,run
2025-12-02T09:31:33.010381,0.47519397735595703,-0.677362322807312,0.17643651366233826,0.8460253399441482,run
2025-12-02T09:31:33.534999,0.7578859329223633,-1.41261887550354,-0.10749875009059906,1.6066857676663249,run
2025-12-02T09:31:34.059675,0.8027384281158447,-0.7154759764671326,0.8653675317764282,1.3802738213587626,run
2025-12-02T09:31:34.584409,-0.02468356490135193,-0.13556894659996033,0.06311748176813126,0.15156528020365526,run
2025-12-02T09:31:35.109166,0.17965242266654968,-0.18719129264354706,-0.10918595641851425,0.28149093429549094,run
2025-12-02T09:31:35.633949,1.0335469245910645,-0.942952036857605,0.8015189170837402,1.6123927448325501,run
2025-12-02T09:31:36.158667,0.0807344913482666,-0.5704992413520813,0.4328056275844574,0.7206303863599839,run
2025-12-02T09:31:36.683431,0.5183494091033936,-2.183335542678833,3.831401824951172,4.440189201608607,run
2025-12-02T09:31:37.208267,0.7932830452919006,-0.735015332698822,0.272940456867218,1.1153663175140431,run
2025-12-02T09:31:37.733018,0.10328195989131927,-0.47642114758491516,-0.15570446848869324,0.5117500899975164,run
2025-12-02T09:31:38.259342,0.6121759414672852,-0.5150173306465149,0.34215039014816284,0.8700971920746318,run
2025-12-02T09:31:38.784136,0.12849633395671844,-0.0986613929271698,-0.04483131691813469,0.16809290666551083,run
2025-12-02T09:31:39.308823,-0.028632935136556625,-0.3601502776145935,0.6397042274475098,0.7346765043572704,run
2025-12-02T09:31:39.833587,-0.08022158592939377,-0.09673158079385757,0.2746463418006897,0.3020316450910516,run
